pre_text,airline_sentiment
fuerteventura :smiling_face_with_heart-eyes: #travelthursday,positive
realizamos reporte sistema no localiza no sabemos hacer,neutral
harta tomadura pelo horas despues seguimos carrito maxicosi quien,negative
felicidades aniversario # aniversarioiberia,neutral
vuelos clase turista premium,positive
hola duda porque vuelos destino usa no salen zona seguridad puertas u salen puertas s,neutral
olvido,negative
primera referencia historica data enero periodico menciona tr,negative
dicen hacer viaje express volar,neutral
cuantas veces vole,neutral
necesito comunicarme ustedes problema pasaje :police_car_light: :police_car_light: :red_circle: :red_circle:,negative
pregunta si saco vuelo personas cuenta luego pueden guardar cuent,neutral
curioso operaciones aeroportuarias compartidas #spotter,neutral
enterado cancelacion traves seguimiento vuelos google llamo,negative
hola probado navegadores diferentes borrando cache sigue entrar funciona,negative
nombre cancion sabes va ser temazo bueno pues wig pillando asien,neutral
avion siento voy morir,negative
perdio valija junto pasajeros parece hacen diario no devuelven,negative
pues mal no hace cosas si cualquier posibilidad llegar destino :confused_face: pilot,negative
no indicado voluntad propia sido iniciativa pasajeros sacado iber,negative
asi accidente vuelo spanair letal españa decadas video,neutral
#colocolo grandes problemas equipos sur #temuco #udeconce rematar tocan ulti,negative
unira marzo sevilla copenhague dos enlaces semanales oferta,neutral
madrid barcelona avion m altura tres horas vuelo delante estupendo roland,positive
llegamos octubre dia no maleta no indemnizacion aeropuerto mex habi,negative
gracias siento sarcastica,negative
facilita numero telefono equipajes si no pasado horas si quiera ponen t,negative
iag grupo vueling compra austriaca niki quiebra,positive
nuevos pierdes espacio pasajero aunque mola nuevo diseño,neutral
acabo facturar maleta grande pagado mano paseo aeropuert,negative
verdad perfecto acabo aterrizar madrid gracias,positive
da tiempo recibir avion puerta gayola pesar lejos puerta embarque,negative
primer vuelo vida termino dolores rodillas falta espacio,negative
hoy vi pasajes vuelo noche dolares,neutral
yaa supone control seguridad no afecta no solo personal tierra,neutral
cosas sueños sueños van pasar,negative
voy viajar si desaparezco sabeis donde maquinitas,negative
obligara facturar niños equipaje mano low cost va manos,negative
puede seguirme mandarle dm,neutral
gracias obligarnos meter equipaje mano bodega entrando primeros avion adv,negative
par aerolineas no acordaron agarra eh no,negative
pareja intento tener #sexo asientos avion #ibiza,negative
late neandertal persistence in,neutral
vuelto perder maleta jon kortajaren,negative
#buenosdias #felizjueves aterrizaje vuelo #madrid novedad :grinning_face:,positive
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
pilotos vuelan piernas tan encogidas asiento,negative
triada parece bueno,negative
pallex logistic ifema feria madrid,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
gracias invitacion celebracion años compartimos equipo argentina,positive
ahora vienen avion dejarles platanos como aprovechamos ilusion niños hacer n,negative
lanza nueva ruta valencia palermo baja precio billetes,neutral
equipaje no llegado bruselas alguna cantidad dinero pueda usar salir paso,negative
persona calcinada deja incendio colonia,negative
no acuerdo fallo corte patea clase sindical pais simplemente x,negative
vamos san francisco operando aunque a,negative
vuelo retrasado genial :middle_finger: :dark_skin_tone:,negative
asi accidente vuelo spanair letal españa decadas video,neutral
no importa hecho solo importa si altura buena filosofia,positive
compañias #vueling #aireuropa permiten equipaje cabina dimensiones maximas x x c,neutral
verdad estafando,negative
quiero contarles viajamos excelente enorme trataron maravillosamente lujo viajar x gracias,positive
organizacion disciplina alemana vs claro quien gana :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,negative
equipaje llego retraso ecuador despues dias casa aun no hecho reclamo formal,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
codigo reserva billete no valido imprimir billete tren tras horas,negative
no hecho si ustedes tan ambles daran oportunidad hacer realidad sueño,neutral
gibson bastante air france easyjet cargo cobro sismpre llevarla,neutral
asi accidente vuelo spanair letal españa decadas video,negative
dicen pronto años felicidades años operatividad increible compa,neutral
puedo volar toulouse madrid carne conducir como documento identidad,neutral
#ugt hijos gran puta convoca huelga navidad puede ser tan ego,negative
bingo sigue organizadores complican trafico vehicular dios santo,negative
manera tenia numeros ib dos etk no sabia poner si culpa no haberlo reclamado,negative
retrasa enero introduccion nuevas normas respecto equipaje,neutral
no voy dejar quejarme cansada lados roben qu,negative
no hablan documentacion bebe si no auto,negative
retrasa enero cambio politica equipaje mano,neutral
encima fujimoristas perdonan tremenda deuda #latam sigue timando precios cuando t,positive
retraso molesta claro pero parte viaje expulsar a pasajer,neutral
acabo mandar md apellido saludos,neutral
muchas gracias,positive
pues convence mas informacion viene ser ninguna,negative
no encuentro vuelos baratos :thinking_face: :thinking_face: :thinking_face:,neutral
gustaria incorporarte centro tecnologico travel labs spain esperamos candidatura,neutral
cometido error comprar vuelo equivocado mes posible rectificarlo gratuitamente,neutral
sale barato viajar españa xd,positive
no juicio verbal unica manera solucionan cosas,negative
coruños no saben poner horarios :face_with_tears_of_joy:,neutral
personal tierra españa amenaza huelga proximo dia diciembre,negative
dinero,negative
tan considerado hace padre filas dos hijas,negative
pierde maletas prefiero linea no tan tan punrual cuiden equipaje meses ll,negative
asi viajamos h asi justitos no,negative
lucia azafata inspiro serrat,neutral
tocado actuar tren avion decir ninguno bo,positive
hola podeis indicar tweet anuncio lauri viajaba despues conseguir rt necesarios g,neutral
conecta valladolid sevilla dos vuelos semana,neutral
llamado solo vez peor gente acuerda tiempos oscuros ry,neutral
asi accidente vuelo spanair letal españa decadas #video,negative
tomarias volver,negative
mientras lineas americanas dieron casi mes flexibilidad cambios empresa arrogante dio semana,negative
no huelga pilotos navidad pilotos desconvocan paros tras reconocer empresa,positive
quise reservar pag doble precio,negative
no engaña hace años viajan bilbao tampoco no,negative
acabo enterarme viaje rcsmdre razon casi cuento aire :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
no verdad q no calentado much cabeza q no planteis ninguna alternativa distinta pa,negative
pues lunes nadie chequeo puerta embarque ib tampoco hoy ib hola tal,negative
favor ayuda,negative
vuelve liar revela gran problema empresas,negative
patilla lufthansa arrebata liderazgo pasajeros europa,neutral
regalando vuelos aqui,neutral
asi accidente vuelo spanair letal españa decadas video,negative
hola llevo toda tarde poder acceder cuenta usuario web como podemos gestionar compra billetes,negative
personal terra convoca vaga via,negative
dios bendiga vuelos baratos,positive
norwegian desafia billetes menos euros nueva york madrid,negative
no respondido solo pidieron borre mensaje hablemos privado cosa no podra ser po,negative
dicho n destino min dlo previsto estadisticas mejorando xo terminare experiencia dvuelo dentro d vale,negative
sugiero recurrir clasico orden llegada retireis ultimos equipajes lleguen,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
niebla densa no puede despegar visibilidad m :grinning_face_with_sweat:,neutral
bueno per supongamos dejaron s ser t s locura conectabas poc,negative
impresentable siga cancelandote vuelo vuelta no perdido pagado no coger vuel,negative
cuantos sitios ademas coincidimos destinos visitados :grinning_face: budapest tan,positive
vuelo hombre sale puertas emergencia ala extranjero jaja bien,negative
celebra º aniversario inicio vuelos,positive
cosep vuelos promocionaran turismo inversion europa,positive
minutos italia abre expediente no informar derechos tras cancelacion,negative
canal smithsonian reconstruye video accidente aereo spanair barajas mortifero españa,neutral
gracias,positive
q pasa web no consigo entrar parece caida podeis decirme favor grcs,negative
descubre shanghai vuelo directo dias tax includ,neutral
personal tierra suspende paros via,neutral
feliz #elprat volando regreso casa tirmpo #navidad,neutral
escala madrid agencias viajes lucran lindo,neutral
cuando podre hacer check in,neutral
van hacer vip paso,neutral
seguro reconoce error cancelar reserva pagada confirma vuelo no,negative
pues alcance escuchar hace minutos como iba aire enseguida escuche cerrado,negative
#travelthursday berlinnnnnnnnnn dedos cruzados,neutral
rodali quedo bastante rato parado no se hizo llegasemos sants h,negative
iag grupo vueling compra austriaca niki quiebra,neutral
rt unionradionet reconocera sindicatos pilotos evitar huelgas,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
necesitamos no solo colombia sino toda latinoamerica,positive
dia viajo desayuno demora casi hs q pierdo ra vez conexion bajo excusa,negative
comentario escribe relatos octubre iv tripulacion mairenmairenmu alicia #re,positive
puta basura aterrizaje mareado huevo unas turbulencias cagas menos mal si lle,negative
asi hare web level no correcto ahi puedo agregar equipaje cuant,neutral
air europa lanzan rebajas vuelos europa euros via,neutral
hecho ida vuelta original salio euros cambio hora billete ida sale,negative
#tipicodenavidad perdio maleta hace dias no saben donde medicamentos no tomand,negative
joven lioso claro hora sacar billete web da info programa sac,negative
manos audio super pako exponiendo minutos analisis acr accidento aereo spanair,negative
buscar ofertas llevan cualquier parte,positive
buenos dias podrian facilitar telefono valido h asistencia chile publicitados web dias laborables,neutral
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,positive
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
muchas nadas vuelvo aqui siguen hacer caso si no actuan opiniones sugerencia un,negative
na no barato tal acuerdo jaja,negative
convocada huelga personal tierra proximo diciembre,negative
caso,neutral
#amanecer #rusia rumbo hacia #nrt #japon #a #ib,positive
buscan periodistas :megaphone: :megaphone: viaje semanas destinos diferentes vuelo samsung podeis,negative
discovery anuncia nombramiento antonio ruiz director general,neutral
gracias enviado dm,positive
marsella bruselas euros ida oiga barato taxi off course :face_savoring_food:,positive
claro mirad foto replica aquel avion celebro volando,positive
#holacolombia deseando volver pasa conoce no puede olvidarte gente paisajes s,positive
habeis leido tweet entero solo q interesa puesto q voy dias esperando obviamente,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
feliz navidad cielos conquistar,positive
madrid,negative
perdon retraso salida madrid,negative
pena practica comercial legal permite ue asi pasta,negative
genial informacion sandwich seco cena motivo retraso rotacion tri,negative
busca tecnicos mantenimiento trabajar madrid barcelona #empleo,neutral
hora media retraso vuelo hora gracias,negative
#cultura #arte #podium#podcast alian ficcion sonora,negative
españoles seguro haciendo pelicula berlanga :beaming_face_with_smiling_eyes: :smiling_face: ️,neutral
nadie contesta telefonos no españa,negative
contexto crecimiento competitividad dice gacetilla empresa cierran rut,negative
nadie nunca demostrado tierra redonda colon elcano willy fog,neutral
si sido no extrañaria nadie :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,neutral
muchacho #canarias :thinking_face: proximo,neutral
encantada volar aniversario siempre procuro volar ver si abris mas lineas des,positive
reconocera sindicatos pilotos interlocutores,positive
vuelo stgo paris escala madrid uds compre cuanto equipaje cabina permitido,negative
verguenza vaca,negative
increible,negative
#ultimosegundo pilotos aerolinea participaran huelga diciembre confirma sindicato,negative
deje andar haciendo afirmaciones tan tontas quieren mentir no conocen pais no conocen situ,negative
peor aerolinea mundo despacha mal valijas destino final luego no hace cargo problemas #iberiaargentina,negative
invitados especiales amigos comunidad dan cuenta lleva mejor,positive
cosas siempre piden abre reclamacion sientes qu,negative
vueling compañias vuelos retrasados aeropuertos españoles,negative
#irlanda pilotos aerolinea iniciaron huelga mejores remuneraciones salariales,negative
asi accidente vuelo spanair letal españa decadas video,negative
primera vez volando despegamos,positive
trabajadores anuncian huelga aeropuerto barcelona justo navidad,negative
felicidades veamos juntos,positive
motivos no deberias volar,negative
venezuelaaldia pilotos irlanda italia alemania convocan huelgas,neutral
hola novia viaja ahora mismo ib destino madrid retraso estimado min,neutral
embarcar vuelo santiago entro grupo dicen avion completo,negative
hable dia youtuber sigo tal ultimamente visto tratar temas sexistas f,neutral
#oferta #empleo busca #tcp #barcelona #sevilla #palma #valencia #granada #madrid,neutral
poca profesionalidad fallos tanta atencion cliente note,negative
jajajaj,negative
menos no robado plata todavia momento robando no devuelto din,negative
inaugura nuevo espacio premium sentirte reina rey,positive
aterriza puedas versio japonesa acava be aqui si per aplaudir i no :clapping_hands: :light_skin_tone: :party_popper: :confetti_ball: #detectiuconan xl,negative
top story asi accidente vuelo spanair letal espa see more,neutral
asombroso mundo aerolineas forma hacerlo complicado porque si cumplo,negative
vuelos cada vez cachondos hizo reir verdad,negative
dice vuelo llegada valencia millor terreta :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: #laterretarules,neutral
cansado esperar pasajero sale puerta emergencia avion,negative
vas apretado sardinas lata,negative
promocion express plazas,negative
compro web ser vuelo operado vueling propuesto dicen consulte,negative
perfecto gracias,positive
verguenza llevo hora minutos esperando atiendan verguenza total,negative
supuesto apuntamos volamos juntos nuevamente :airplane_departure: #feliz gracias llevarnos dura,positive
ultimo vuelo año gru mad minutos hora feliz traer pax seguros contentos año vi,positive
no quiero decir no deja imprimir tarjetas embarque hacer mostr,negative
felicidades ido bien incluso cancelaron vuelo quito madrid lu,positive
no voy poder dormir toda noche dudo vuelo haga viajo,negative
samsung contraprograma iphone x regala note pasajeros,positive
rumores caleta suite i albeniz alicia larrocha,negative
dia maleta dia menos confianza encuentren #quieromimaleta,negative
gracias logrado,positive
hola problemas gestionar reserva vuelo sale mañana podeis echarme cable gracias,neutral
#huelga #espana #actualidad #trabajador #derechostrabajadores personal tierra españa,negative
pues pillate vuelo vete fin semana roma flipa,neutral
recien mudada madrid semana marruecos cuadrilla trabajando francia hab,neutral
ofertas voos na europa,neutral
hola reserva volar sabado estocolmo madrid dos personas gustaria re,negative
dia hijo mama peluches hijo maletas siguen origen,negative
busca incorporar nuevos #ingenieros via #empleo,positive
express estrenara dos nuevas rutas palermo miconos,neutral
empresas no buscan mejor buscan volotea aqui hub cantabria,negative
hola cuanto tiempo puede hacer check in,neutral
ganas ir alli,positive
promocion vuelos europa euros ofertas,positive
dios gijon reyes voy tener pedir abono asi s,neutral
hola necesito factura billete no manera via web no funciona via telefonica,negative
mismo vuelo bueno avianca madrid sevilla bogota comparando euros ma,negative
infojobs encontrado oferta azafata auxiliar vuelo granada #empleo,neutral
vega no aerolineas vega patrocinadas vega personaje no toca suelo xd,negative
madrid,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
como puedo hacer reclamo formal ayer oficina aeropuerto mexico cerrada,neutral
samsung regala galaxy note pasajeros vuelo #rememberrl,positive
asi accidente vuelo spanair letal españa decadas #video,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
acorde monologo avento :face_with_tears_of_joy: :face_with_tears_of_joy:,negative
falta tacto vuelvo viaje horas retraso ida vez dis,negative
muchas gracias miguel angel,positive
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
despues horas esperando no da señales vida llama atencion cliente :unamused_face:,negative
cambien actitud hostil frente cliente felices años,negative
inaugura nuevo espacio premium sentirte reina rey,positive
mono ver manson hace años jajaja mirate vuelos valladolid barcel,neutral
pues vuelos canarias peninsula años recuerdo glamour suponia,neutral
iag grupo vueling compra austriaca niki quiebra grupo international airlines,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,negative
solicitudes avios nº aceptadas no anotadas despues tres meses llama,negative
visto ustedes respondido mismo operadora compre billete nuevo,negative
hostia tio cola live chat on fire,neutral
acerca manifestacion d cada año salimos reclamar q dia vol,negative
meto seccion empleo web no actualizadas ofertas tma motores p,negative
tirar dinero solo vusto funcionar dc cacharro k tenia r madrid,negative
avion vuela miami madrid pasada,positive
serio llevo intentos aclaracion contestan mismo cada aclaracion,negative
mira cambiar asiento anchito majo tampoco dejaban poner portatil suel,negative
resuelto mañana podia usar avios ahora no consentido ningun problema utilizare compañia gracias,negative
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
hace volar hace dias certificado pide cosas esconde profundas,negative
hablas auto,negative
noticias karla programa enero,neutral
podrias facilitar pagina web p comprar pasaje p mes u españa q telefonicament no puedo comunicarm,neutral
huelga pilotos irlanda amenaza extenderse paises,negative
nunca visto tanta desorganizacion desidia cancelacion vuelo persona p,negative
adoctrino prensa extranjera tan buena segun barometro,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,negative
barato ahorrar primero sueño ir alemania toda historia,negative
desconvocan huelga prat via,positive
estafa #ryanairflights diciembre cayo sistema haciendo imposible hacer che,negative
gracias contestar utilice pay pal tarjeta visa ambos dieron error no notifico ninguna reserva,negative
z zp r madrid london,neutral
no acuerdo indemnizacion,negative
siendo flexible no precios normales volar melilla sueldo va unicamente,negative
anuncio suspendera vuelos #madrid #malabo capital #guineaecuatorial ex colonia españ,neutral
express lanza oferta billetes cinco euros via,negative
acabo aniversario express convertido tan habitual,neutral
felicidades # aniversarioiberia años pasan volando :airplane:,neutral
llevo ayer intentando comprar billete web #iberiaexpress ver no va llamo,negative
huelga pilotos irlanda amenaza extenderse paises,negative
ademas llevar horas tirados cancun organizacion embarque cdmx deja desear po,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
creo q unisex q dan culo,negative
hoy compre pasaje verificar mail mal fecha regreso quieren cobrar penalidad cambiar,negative
no aparece dia hoy pestaña descuento residentes canarios vuelos canarias peninsula,neutral
uuuuy competencia :face_with_tears_of_joy: :person_facepalming: :light_skin_tone: ‍ :female_sign: ️ destinazos si,positive
exposicion honor años gran compañia aerea española completa in,positive
deberia bloquearte no doy gusto recordarle mundo gt quebrada compro aero,negative
chep danone unen esfuerzos conseguir objetivos sostenibilidad,positive
hola vuelo comprado operado latam vuelo fecha hoy hrs,neutral
pilotos crean españa propia seccion sindical dentro sepla,neutral
gente atencion telefonica no idea informacion dan manera perder tiempo,negative
replantea estrategia ecuador,negative
menos mal no mejor hacer pedagogia hacer entender pagando pod,negative
encanta viajar pareja aun no regalo reyes sacarias apuro :downcast_face_with_sweat:,positive
q mala suerte vez q no vas vuelo zas :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,negative
hace descuentos grupos grandes,neutral
no si odiarte olvidarte dos vuelos dos maletas no llegan prometen maleta llegara pe,negative
hoy cumplen años primer vuelo,positive
no funciona :pouting_face:,negative
medio penique como conseguir gratis asiento ventana pasillo salidas emergencia,neutral
express lanza promocion billetes euros,positive
aumentara vuelos madrid bogota :airplane:,negative
level deja ser negociado exclusivo via,negative
respuesta,negative
leccion aprendida no vuelve engañar,negative
inclu,negative
necesito contactar españa chile compra vuelo ue no corresponde no forma nadie conteste,positive
da pena cancela vuelo vuelta si no coges ida habiendolo pagado hacen comprar,negative
puedes reclamar aqui encargamos,negative
aplica descuento residentes no realizaba campaña black friday,positive
supremo confirma indemnizacion padres azafata fallecida accidente spanair,negative
nota mental no volver volar nunca nunca nunca nunca nunca nunca nunca nunca nunca nunca nunca nunca,negative
fin si dias reservar vuelo #laverguenzadelturismoenespaña anula v,negative
no mam n ocurre semejante babosada c en :dog_face: rra debe existir algun,neutral
chargeback traves banco comprar billete empresa menos pirata,negative
hola enviado md preguntando cosa,neutral
totalmente personalmente creo q lanzarote tambi,neutral
loginewses pondra marcha nueva politica equipajes enero,neutral
desviaron vuelo cancun neblina hora estimada salga cancun llegue gracias,neutral
robo apresurado escribir levante mano viajero pueda decir jamas problemas,negative
cierto minutos despues compre vuelo urgia no t,negative
air europa llenan red vuelos menos euros via,neutral
#holacolombia encantaria volver pais hermosos paisajes gente calida amable,neutral
pesimo servicio sacan maleta vuelo vuelo iba lleno despues alegan no saben,negative
viva :winking_face: felices vuelos :airplane:,neutral
buah ojala casi dias ocupados igual pilla huelg,negative
madrid :woman_dancing: :light_skin_tone:,neutral
latinoamerica necesita aerolinea haga hace europa hacer feliz gente dinero :airplane: ️ :castle: :ferris_wheel: :beach_with_umbrella: :snow-capped_mountain: :mosque:,neutral
abc express celebra quinto aniversario oferta plazas euros,positive
algun numero gratuito llamar seguir pendiente equipaje aun no sido entregado,negative
mismo precio no cambia solo llevas maleta pagas directamente simplemente llama,neutral
cede pilotos reconocera sindicatos,positive
formara pilotos a cae proximos años,positive
no ve puede diseñar mismo solo añadir palabras mandato democratic,neutral
maravillosa dando imagen noticia karla sanchez imagen pasado dio,positive
vergonzoso low fares jode vida,negative
busca convertirse amazon viajes oficinas madrid #tic #tecnologia,neutral
plan sistematico #aerolineasargentinas gremios aeronauticos advirtieron x eliminacion r,negative
ofrece vuelos baratos black friday infofuengirola,positive
planeando unas vacaciones atento descuentos ofrece black friday vuelos eu,positive
avianca verdad mama paso dos veces terrible aerolinea :face_with_steam_from_nose:,negative
busca talento joven comunidad tecnologica desarrollar app plataforma web sabias,negative
european logistics report october,negative
quieren matar querido pena poca seriedad eligen dt di,negative
rt favor pasajeros demora devolucion dinero jodamoslos retuiteemos compartam,negative
personal tierra españa amenaza huelga diciembre,negative
vueling no deja ser clickair ojo filial matr,negative
minutos caso deficit cronico casi desaparicion ganancias sustentabilidad,neutral
:airplane: ️ oferta vuelos santiago vigo partir euros,neutral
proceso obliga llamar sacar billete gt obliga pagar gt no salida,negative
va escuchando aqui quieren hacerle competencia ahora claro van probando,neutral
precio unico importa tener cuenta maltratos pax,negative
compre pasajes tarjeta dicen pago dicen reserva cayo no entiendo culpa,negative
no creo seguro imperialistas cancelado vuelo contubernio fachoso apaño,negative
acerte inglaterra veces,neutral
hermosa fotos feliz tardes tod s :thumbs_up: :smiling_face_with_smiling_eyes: :upside-down_face: :face_blowing_a_kiss:,neutral
increible segura sitio poder doblar piernas clavar rodillas delante,neutral
paso mismo paris air france tras pelear consegui dieran,negative
pilotos irlanda alemania italia portugal van huelga justo navidad via,negative
extente,negative
dia regalaron note pasajeros vuelo si l,positive
siguen opcion reservar x hs vuelo luego pagar,neutral
requiero ustedes marquen telefono maquina no habla maquinas,negative
primera vez llegado tarde mostrador facturacion avion suerte sido amables dejado,positive
serio si no uso billete ida cancelan billete regreso no show,negative
quiero conocer derechos horas estimadas retraso ib,neutral
tarjeta embarque pone vuelo hoy roma madrid saludos,negative
aviacion reconocera sindicatos personal cabina,neutral
vamos ver tal precios bruselas,neutral
aerolinea española excelencia fundada capital mayormente publico aunque paso d,neutral
vuelo londres malaga pasajero polaco cansa esperar pira salida emergencia,negative
hombre pasa vida quejandose servicio oye repite,neutral
favor dad explicacion madre,negative
asco da oberbuquin,negative
chupar collones,negative
#feliznavidad puerta :door: de embarque vuelo :airplane_departure: #chicago #estadosunidos siempre mejor com,positive
reclamar avios reserva hotel via no formulario algun,negative
buenas gustaria haceros consulta podeis abrir md facilitarme algun numero gracias antemano,neutral
efectivamente reclamo presentado hace dias respuesta buscandola compre aquel,negative
mañana volvere casa si quiere,negative
siempre opciones baratas si no importa,positive
enlace da error no puede acceder podeis poner enlace correcto gracias,neutral
acabo aniversario express convertido tan #fb,neutral
minutos infarto xd,negative
faro portugal #travelthursday,neutral
rumbo ser aire,positive
atrasado salidas vuelos ovd llegar no bus no cumplen espera min :pouting_face:,negative
no puedo elegir asientos lleva dia dando error pagina,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
hola quiero solicitar reembolso parte reembolsable billete no utilizado podeis ayudar,neutral
felices se alguien gustado verlos # aniversarioiberia,positive
mejores ofertas empleo it españa endesa mercadona,neutral
cabron mallorca spanair :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,negative
buff baratos ida vuelta menos solo salen abor,negative
asi primer vuelo historia tema maravillosa infografia dedicad,negative
hace dias escribi #reputacion #topgun cosas realidad no importan nadie,neutral
aerolineas queda ves,neutral
comunity manager pasa,negative
reviews mayoria clientes practicamente odian compañia pesar,negative
espero no :pouting_face: :pouting_face: ib menudo vuelo espera,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
hipocrita,negative
no no parece justo tener q volver aeropuerto solo ademas retrasos sufridos hoy,negative
aprende a espacio enchufes,negative
reintentos hacer compra siempre misma respuesta alguien competente q sepa hacer q ten,negative
gracias atencion enviado solicitado dm aportar perfil ib plus,negative
cede rebelion pilotos via,positive
urgente necesito asistencia compre pasajes x web tarjeta colgo pag,neutral
reservando barcelona,neutral
cumplen años primer vuelo celebrandolo barajas puente aere,neutral
hola cosas palacio van despacio sabeis reclamacion v q v,negative
decis avianca no nombrar alitalia british airways tantas todas,negative
hoy hace años levanto vuelo unio madrid barcelona,positive
desconvoca huelga diciembre via,positive
saludos #perm recuerden no volar #rusia pierden maletas,negative
avion japon nuevo ahi quizas cambio ahora,positive
bomba chicles :lollipop: :candy: #defendamosajon #rubijarenapower,neutral
apena empresa origen español web ruso aleman solo lenguas coofi,negative
buenos dias vivo españa resultando imposible recuperar numero plus dond,neutral
encanta sensacion vas acerca,neutral
ib tarde sale san sebastian prevista salida hora indicada,neutral
info lanza #billetes euros #volar #sevilla,positive
madrid #travelthursday,neutral
tenia esperanza despues compra mejoraria :face_with_monocle:,negative
finalmente cambiando estrategia :thinking_face: :thinking_face:,positive
sindicato aleman pilotos convoca primera huelga,neutral
afronta primera huelga pilotos historia by emba,negative
renfe,negative
maleta perfecta viajar samsonite,neutral
despedida b baw imagino a depresion dara pase :loudly_crying_face:,neutral
proces viaja,neutral
yes muevo dos hecho socio :face_with_tears_of_joy:,neutral
historia vuelo madrid mexico maletas perdidas semana perdidas person,negative
express celebra quinto aniversario,neutral
robo no veas cuesta menos billete aerolinea luego clava lados,negative
retiene tres horas pasajeros nieve,negative
creo no vale sosio #travelthursday :face_with_rolling_eyes: :face_with_rolling_eyes: :relieved_face: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_blowing_a_kiss:,positive
normativas equivocadas gente no tamaño esteso,negative
busca españa nuevos tripulantes cabina europa #empleo #trabajo,positive
mejor viajar alv bv,positive
viaja linea latam aereolineas confiables general siendo peor,negative
#cybermonday año x debajo año pasado seguir volando lastima,negative
esperando sistemas funcionen asignen asiento marido regrese casa despues l,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,negative
loteria navidad plus,neutral
puedo enlazar asociar vuelo nacional zco stgo internacional stgo madrid,neutral
ultimamente si no tiempo,negative
inaugura nuevo espacio premium sentirte reina rey,negative
recuerdo valijas pesaban kilos hace años valij,neutral
siento servicio tan nefasto,negative
madrid hora retraso report pls,negative
gracias info retraso overbooking dos familiares siguen madrid,negative
dentro :beaming_face_with_smiling_eyes: :red_heart: ️,neutral
vuelo puente aereo llego menos puerta embarque necesito llegar madrid comp,positive
#holaargentina nunca salido d españa va siendo hora q,positive
compre web pasajes optima i v bcn mismo dia llego via mail ciberticke,negative
lindas visitado recomendable,positive
vuelo ib desviara ciclon nueva york cancelara,negative
aqui solo saben decir madrid saldran dentro minutos cinta l,negative
querido anoche pequeño malentendido anoche diciembre aeropuerto ibiza ba,negative
sabra no quepan piernas :face_with_tears_of_joy: :face_with_tears_of_joy:,negative
ello paisana orgullosos burgalesa :TOP_arrow:,neutral
ojala hice reserva solo hacerla cuesta :tired_face:,negative
ricky no primeros meten maleta mano bodega xq dicen,negative
escoges asiento luego cambio avion no coincide avisan permiten hacer cambio,negative
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
posiblemente servicio presta alguien andes acciona,neutral
no deja ingresar elegir,negative
sos verguenza veces volando #level veces retrasos problemas tecnicos verguenza,negative
aire volando vistas rio rhin bordeando ciudad,neutral
proxima vez sugiero segmentar mejor target regalad samsungs express iphones :winking_face:,positive
primera vez viajo menos loteria no toco :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: demas genial :airplane_departure: :clapping_hands: :clapping_hands:,positive
hola podeis pronunciar huelga barcelona viajo marsella m,negative
devuelveme dinero,negative
gracias vamos,positive
putisima madre,positive
no contrata pilotos sino personal atender cancelaciones vuelos,negative
plaza espana in seville spain,negative
extravio cochecito bebe vuelo madrid bsas nula atencion meses aeropuerto email telefono,negative
